id,rle_mask
fec9d967bd,
fdceac3f62,
1f161001b4,
914df9f8f8,1 54 102 54 203 55 304 55 405 56 506 57 607 58 708 60 809 61 910 62 1011 63 1112 64 1213 65 1314 66 1415 66 1516 67 1617 69 1718 70 1819 71 1920 71 2021 72 2122 72 2223 73 2324 73 2425 74 2526 74 2627 75 2728 75 2829 75 2930 75 3031 75 3132 74 3233 73 3334 73 3435 72 3536 70 3637 69 3738 67 3839 62 3940 58 4041 9 4056 39 4142 7 4166 28 4243 4 4269 26 4345 2 4372 23 4446 1 4478 17 4580 15 4682 13 4784 10 4889 4 6163 6 6263 9 6364 9 6465 11 6566 12 6667 13 6768 14 6869 14 6970 14 7071 14 7172 15 7273 14 7374 14 7475 15 7576 15 7677 16 7778 16 7879 16 7980 17 8081 17 8182 17 8283 17 8384 18 8485 18 8586 18 8687 18 8788 17 8889 17 8990 17 9091 17 9192 18 9293 18 9394 18 9495 18 9596 18 9697 18 9798 18 9899 18 10000 19 10101 18
d78c366a0d,
85d1d6b2cd,
b43e1ad347,
e0f9a3a2d8,
d8d7a8ab4d,3534 1 3633 4 3732 6 3832 7 3931 9 4031 10 4130 12 4230 13 4329 15 4428 17 4527 19 4624 23 4720 28 4813 36 4909 41 5005 46 5099 53 5198 55 5298 56 5397 58 5479 77 5557 4645
2ce1812846,
faa833d1e6,
568d051da0,
4183f90c66,
84ac54e5a8,25 12 124 15 225 14 326 14 427 13 527 13 628 13 729 12 831 10 932 9 1034 7 1137 2 1622 3 1719 11 1820 12 1920 14 2021 14 2122 15 2223 15 2324 14 2425 14 2526 14 2627 13 2729 11 2831 7 6703 10 6804 13 6905 15 7001 21 7101 24 7201 26 7302 28 7403 29 7503 31 7604 32 7705 33 7805 34 7904 37 8004 38 8105 39 8206 39 8307 40 8408 41 8509 42 8611 42 8714 40 8816 40 8918 39 9020 39 9122 38 9224 37 9326 37 9428 36 9530 35 9631 35 9733 33 9835 32 9937 31 10038 31 10140 29
02d8b415fd,1 2524 2526 97 2627 88 2728 72 2829 70 2930 64 3031 59 3133 53 3237 45 3340 1 3342 37 3448 29 3555 19 3662 6
c5e3415a42,
aa82830b4f,76 26 177 26 277 27 379 26 480 26 581 26 682 26 783 26 883 27 984 27 1085 27 1186 27 1287 27 1388 27 1489 27 1590 27 1692 26 1795 24 1897 23 2000 21 2102 20 2203 20 2304 20 2406 19 2507 19 2608 19 2709 19 2810 19 2911 19 3013 18 3115 17 3217 16 3321 13 3423 12 3525 11 3628 9 3731 7 3837 1
a85d0a35b4,
a54ae707dd,
e451d2193d,30 21 130 23 230 23 332 22 433 21 531 24 632 23 734 19 835 15 938 6 3740 1 3839 8 3940 12 4041 14 4142 16 4243 18 4264 6 4344 33 4445 36 4546 44 4647 48 4748 51 4849 56 4924 4 4950 66 5022 22 5051 100 5152 5050
fc244e24dd,5960 7 6061 11 6162 12 6263 12 6364 13 6465 13 6566 14 6667 15 6768 16 6869 17 6970 18 7071 19 7172 19 7273 20 7374 20 7475 20 7576 20 7677 20 7778 20 7879 21 7980 22 8081 25 8182 28 8283 31 8384 36 8485 41 8586 44 8687 46 8788 47 8889 48 8990 49 9091 50 9192 50 9293 51 9394 52 9495 52 9596 53 9697 53 9798 53 9899 53 10000 53 10101 52
43dfa0e160,503 2 604 3 703 5 803 6 902 8 1001 10 1101 11 1201 12 1298 16 1397 18 1495 21 1594 23 1693 25 1792 27 1891 29 1990 31 2090 32 2183 40 2280 44 2378 47 2476 50 2575 52 2675 53 2769 60 2867 63 2966 65 3064 68 3163 70 3263 71 3362 73 3455 81 3548 89 3647 91 3745 94 3843 97 3943 98 4042 6160
38a0a84353,
633b6d6ec4,
d476a47369,4853 5 4951 10 5052 13 5153 1 5157 11 5258 12 5359 14 5460 16 5562 16 5663 18 5764 20 5865 22 5967 22 6070 22 6173 21 6276 20 6381 19 6486 16 6589 15 6693 12 6794 13 6896 12 6997 13 7098 14 7199 15 7300 16 7401 17 7502 17 7604 17 7705 18 7806 18 7906 20 8007 20 8107 21 8208 21 8309 21 8410 21 8512 20 8613 19 8715 19 8817 18 8919 18 9020 19 9121 20 9222 20 9324 19 9425 19 9526 18 9627 18 9727 19 9825 21 9926 21 10026 22 10127 21
08e529fbea,
b199772417,
17d4d42273,
b83a115365,1 3027 3029 1 3031 97 3132 95 3233 94 3334 92 3435 90 3536 89 3637 87 3738 85 3839 83 3940 81 4041 79 4142 77 4243 75 4344 71 4445 64 4546 59 4647 52 4748 43 4849 41 4950 39 5051 37 5152 35 5253 32 5354 28 5455 8
497735ff9a,1 2715 2728 78 2829 69 2930 68 3031 65 3132 64 3233 63 3334 25 3373 24 3435 17 3475 21 3536 11 3576 19 3678 17
7ac46c38d9,77 25 177 26 278 26 379 26 481 25 582 25 683 25 784 25 886 24 987 24 1089 23 1190 23 1292 22 1394 21 1496 20 1598 19 1699 19 1801 18 1903 17 2005 16 2107 15 2210 13 2312 12 2414 11 2516 10 2618 9 2721 7 2823 6 2927 3 3029 2
cb0d2bd803,8255 14 8351 26 8381 2 8432 53 8517 69 8612 75 8707 81 8804 85 8900 90 8995 96 9092 1110
1594446b53,
92c6e998bf,
f066ef45be,
1c6f0527ae,1 1414 1417 99 1530 87 1636 82 1740 79 1844 76 1947 74 2051 71 2154 69 2257 67 2360 65 2463 63 2566 61 2668 60 2770 59 2872 58 2974 57 3077 55 3179 54 3282 52 3385 50 3488 48 3590 47 3693 45 3796 43 3900 40 4003 38 4106 36 4208 35 4311 33 4413 32 4514 32 4616 31 4718 30 4819 30 4920 30 5021 30 5121 31 5222 31 5323 31 5424 31 5525 31 5627 30 5728 30 5829 30 5930 30 6032 29 6133 29 6234 29 6335 29 6436 29 6537 29 6638 29 6738 30 6839 30 6940 30 7041 30 7141 31 7242 31 7343 31 7443 32 7544 32 7644 33 7745 33 7846 33 7947 33 8048 33 8149 33 8250 33 8352 32 8453 32 8555 31 8657 30 8759 29 8860 29 8962 28 9064 27 9166 26 9267 26 9369 25 9472 23 9575 21 9679 18 9782 16 9885 14 9987 13 10088 13 10190 12
da1577ebcd,77 25 177 26 278 26 379 26 479 27 578 29 678 30 778 31 878 32 977 34 1077 35 1176 37 1275 39 1375 40 1475 41 1574 43 1674 44 1774 45 1874 46 1973 48 2073 49 2173 50 2273 51 2373 52 2473 53 2573 54 2673 55 2773 56 2873 57 2973 58 3072 60 3172 61 3271 63 3371 64 3471 65 3570 67 3669 69 3769 70 3869 71 3968 73 4067 75 4167 76 4267 77 4367 78 4467 79 4567 80 4668 80 4768 81 4868 82 4968 83 5068 84 5168 85 5268 86 5368 87 5467 89 5567 90 5667 91 5767 92 5866 94 5966 95 6065 97 6165 98 6264 3938
5f706cc210,
db52b1a918,1 4140 4142 90 4243 79 4344 70 4445 60 4546 46 4648 39 4757 26 4871 8
7afcc15c87,
4ba8d5d08b,
4b4b441e64,
e0f43b5213,1007 4 1107 5 1207 6 1308 6 1408 7 1508 8 1608 9 1708 10 1808 11 1908 12 2008 13 2107 15 2208 15 2308 16 2408 17 2508 18 2608 19 2708 20 2808 21 2908 22 3006 25 3105 27 3205 28 3304 30 3403 32 3502 34 3600 37 3697 41 3796 43 3895 45 3994 47 4092 50 4191 52 4290 54 4388 57 4487 59 4586 61 4685 63 4784 65 4883 67 4982 69 5081 71 5181 72 5281 73 5380 75 5479 77 5577 80 5676 82 5775 84 5874 86 5971 90 6069 93 6166 4036
328ab38f76,67 35 167 36 269 35 370 35 470 36 571 36 671 37 770 39 870 40 970 41 1070 42 1170 43 1271 43 1371 44 1472 44 1572 45 1671 47 1771 48 1870 50 1970 51 2070 52 2170 53 2270 54 2370 55 2469 57 2566 61 2665 63 2764 65 2863 67 2963 68 3063 69 3164 69 3265 69 3366 69 3468 68 3570 67 3673 65 3778 61 3881 59 3983 58 4085 57 4187 56 4288 56 4390 55 4491 55 4592 55 4693 55 4794 55 4894 56 4995 56 5095 57 5195 58 5294 60 5394 61 5494 62 5593 64 5693 65 5792 67 5892 68 5991 70 6091 71 6191 72 6291 73 6391 74 6492 74 6593 74 6693 75 6794 75 6896 74 6997 74 7098 74 7199 74 7299 75 7401 74 7502 74 7604 73 7706 72 7809 70 7912 68 8014 67 8117 65 8220 63 8323 61 8425 60 8527 59 8628 59 8730 58 8831 58 8932 58 9032 59 9133 59 9233 60 9333 61 9433 62 9533 63 9633 64 9733 65 9833 66 9934 66 10034 67 10135 67
87e6e60636,1 89 102 90 203 90 304 90 405 90 506 91 607 91 708 91 809 91 910 91 1011 91 1112 91 1213 91 1314 91 1415 90 1516 90 1617 90 1718 90 1819 90 1920 90 2021 90 2122 90 2223 90 2324 89 2425 89 2526 89 2627 89 2728 89 2829 89 2930 89 3031 89 3132 89 3233 90 3334 90 3435 92 3536 93 3637 95 3738 97 3839 100 3940 6262
b72e542ea7,4948 2 5047 4 5147 5 5248 5 5348 6 5448 7 5549 7 5649 8 5749 9 5850 9 5950 10 6051 10 6151 11 6252 11 6352 12 6453 12 6553 13 6653 14 6754 14 6854 15 6954 16 7055 16 7156 16 7256 17 7356 18 7457 18 7557 19 7658 19 7758 20 7859 20 7959 21 8059 22 8160 22 8260 23 8360 24 8460 25 8561 25 8661 26 8761 27 8861 28 8961 29 9061 30 9161 31 9261 32 9362 32 9462 33 9563 33 9664 33 9764 34 9864 35 9965 35 10066 35 10168 34
50cb6ae8b3,69 33 169 34 270 34 371 34 472 34 573 34 673 35 774 35 875 35 975 36 1076 36 1176 37 1277 37 1378 37 1479 37 1580 37 1681 37 1781 38 1882 38 1983 38 2084 38 2184 39 2285 39 2386 39 2487 39 2588 39 2689 39 2790 39 2891 39 2992 39 3093 39 3195 38 3296 38 3397 38 3498 38 3599 38 3700 38 3800 39 3901 39 4002 39 4103 39 4205 38 4306 38 4407 38 4508 38 4608 39 4710 38 4811 38 4913 37 5014 37 5116 36 5218 35 5319 35 5420 35 5522 34 5624 33 5726 32 5829 30 5931 29 6032 29 6134 28 6236 27 6337 27 6438 27 6539 27 6640 27 6742 26 6844 25 6945 25 7047 24 7148 24 7250 23 7352 22 7453 22 7555 21 7657 20 7759 19 7861 18 7963 17 8065 16 8166 16 8268 15 8370 14 8471 14 8573 13 8675 12 8778 10 8880 9 8983 7 9088 3
1f7147deda,
9951ffaa5a,
00eea9cc56,
3a8fcdba16,75 27 175 28 275 29 376 29 477 29 577 30 678 30 778 31 878 32 979 32 1079 33 1180 33 1280 34 1381 34 1482 34 1583 34 1684 34 1786 33 1887 33 1988 33 2089 33 2190 33 2291 33 2392 33 2492 34 2593 34 2694 34 2795 34 2896 34 2997 34 3098 34 3199 34 3299 35 3400 35 3501 35 3602 35 3702 36 3803 36 3904 36 4004 37 4104 38 4204 39 4305 39 4405 40 4505 41 4605 42 4705 43 4805 44 4905 45 5005 46 5104 48 5204 49 5303 51 5403 52 5503 53 5602 55 5702 56 5801 58 5901 59 6000 61 6100 62 6199 64 6299 65 6398 67 6498 68 6597 70 6697 71 6797 72 6897 73 6998 73 7098 74 7198 75 7299 75 7399 76 7500 76 7600 77 7701 77 7802 77 7903 77 8004 77 8106 76 8209 74 8311 73 8413 72 8514 72 8615 72 8716 72 8816 73 8917 73 9017 74 9118 74 9219 74 9320 74 9421 74 9521 75 9622 75 9722 76 9822 77 9923 77 10024 77 10125 77
5dacdb1080,1 5150 5152 91 5253 87 5354 84 5455 81 5556 79 5657 78 5758 76 5859 75 5960 73 6061 72 6162 71 6263 69 6364 68 6465 66 6566 65 6667 63 6768 62 6869 61 6970 60 7071 58 7172 57 7273 56 7374 55 7475 54 7576 53 7677 52 7778 52 7879 51 7980 50 8081 50 8182 49 8283 49 8384 49 8485 48 8586 48 8687 48 8788 47 8889 47 8990 46 9091 46 9192 45 9293 44 9394 44 9495 43 9596 43 9697 42 9798 41 9899 40 10000 40 10101 40
1637d12136,42 60 142 61 242 62 343 62 444 62 544 63 645 63 745 64 847 63 948 63 1049 63 1150 63 1250 64 1350 65 1450 66 1549 68 1648 70 1747 72 1846 74 1946 75 2046 76 2146 77 2246 78 2346 79 2446 80 2547 80 2648 80 2749 80 2849 81 2950 81 3051 81 3152 81 3253 81 3354 81 3455 81 3555 82 3654 84 3754 85 3855 85 3956 85 4057 85 4158 85 4259 85 4361 84 4462 84 4563 84 4664 84 4765 84 4866 84 4967 84 5068 84 5169 84 5270 84 5371 84 5473 83 5577 80 5679 79 5781 78 5883 77 5984 77 6086 76 6187 76 6288 76 6389 76 6489 77 6590 77 6690 78 6792 77 6893 77 6994 77 7096 76 7198 75 7300 74 7401 74 7502 74 7603 74 7704 74 7805 74 7905 75 8006 75 8107 75 8207 76 8308 76 8408 77 8508 78 8608 79 8709 79 8810 79 8911 79 9012 79 9113 79 9214 79 9315 79 9417 78 9517 79 9618 79 9718 80 9818 81 9918 82 10019 82 10120 82
639dbc4799,
b55aa09a18,9 93 109 94 211 93 312 93 414 92 516 91 621 87 725 84 829 81 933 78 1036 76 1139 74 1241 73 1343 72 1445 71 1547 70 1649 69 1751 68 1853 67 1955 66 2057 65 2159 64 2261 63 2363 62 2465 61 2567 60 2669 59 2771 58 2873 57 2975 56 3077 55 3178 55 3280 54 3381 54 3483 53 3585 52 3686 52 3788 51 3889 51 3991 50 4092 50 4194 49 4295 49 4397 48 4499 47 4600 47 4702 46 4804 45 4906 44 5008 43 5110 42 5212 41 5314 40 5416 39 5517 39 5619 38 5721 37 5822 37 5924 36 6025 36 6126 36 6228 35 6329 35 6430 35 6532 34 6633 34 6734 34 6836 33 6937 33 7039 32 7140 32 7242 31 7343 31 7445 30 7546 30 7648 29 7750 28 7851 28 7953 27 8054 27 8156 26 8257 26 8359 25 8460 25 8562 24 8663 24 8764 24 8865 24 8966 24 9067 24 9168 24 9269 24 9370 24 9471 24 9572 24 9674 23 9775 23 9876 23 9977 23 10079 22 10180 22
5bb5684d12,1 5151 5153 100 5256 98 5358 97 5460 96 5561 96 5663 95 5765 94 5867 93 5969 92 6072 90 6175 88 6278 86 6380 85 6483 83 6586 81 6689 79 6791 78 6893 77 6994 77 7096 76 7197 76 7299 75 7400 75 7502 74 7603 74 7705 73 7806 73 7907 73 8008 73 8109 73 8210 73 8311 73 8412 73 8513 73 8614 73 8715 73 8816 73 8917 73 9017 74 9118 74 9219 74 9319 75 9419 76 9520 76 9620 77 9720 78 9820 79 9921 79 10022 79 10123 79
e3cf4481ae,7524 3 7624 7 7724 9 7824 11 7916 23 8015 26 8115 27 8216 28 8317 28 8418 29 8519 29 8619 30 8720 31 8819 33 8895 3 8902 1 8918 35 8994 12 9016 39 9092 17 9114 44 9193 67 9293 68 9394 69 9495 68 9596 68 9697 68 9798 68 9899 67 10000 67 10101 65
6b2ee6c253,45 57 145 58 245 59 346 59 446 60 546 61 647 61 748 61 848 62 949 62 1050 62 1150 63 1251 63 1352 63 1453 63 1553 64 1654 64 1755 64 1856 64 1956 65 2057 65 2157 66 2258 66 2358 67 2458 68 2558 69 2659 69 2760 69 2861 69 2962 69 3063 69 3164 69 3265 69 3366 69 3467 69 3568 69 3669 69 3770 69 3871 69 3972 69 4073 69 4174 69 4275 69 4377 68 4478 68 4579 68 4680 68 4781 68 4882 68 4983 68 5083 69 5184 69 5285 69 5386 69 5487 69 5588 69 5689 69 5789 70 5890 70 5991 70 6091 71 6192 71 6293 71 6394 71 6494 72 6595 72 6696 72 6797 72 6898 72 6999 72 7101 71 7202 71 7303 71 7404 71 7505 71 7606 71 7707 71 7808 71 7909 71 8010 71 8111 71 8211 72 8312 72 8412 73 8513 73 8613 74 8714 74 8814 75 8915 75 9016 75 9117 75 9218 75 9319 75 9420 75 9521 75 9622 75 9723 75 9824 75 9926 74 10027 74 10129 73
087075f0f2,
66b56662df,1 51 102 51 203 52 304 52 405 53 506 54 607 55 708 56 809 56 910 57 1011 57 1112 57 1213 58 1314 58 1415 59 1516 59 1617 59 1718 60 1819 60 1920 60 2021 61 2122 61 2223 61 2324 62 2425 62 2526 62 2627 62 2728 63 2829 63 2930 63 3031 63 3132 64 3233 64 3334 64 3435 64 3536 65 3637 65 3738 65 3839 65 3940 65 4041 65 4142 65 4243 66 4344 66 4445 66 4546 66 4647 65 4748 65 4849 65 4950 65 5051 65 5152 64 5253 64 5354 64 5455 63 5556 62 5657 61 5758 60 5859 58 5960 56 6061 55 6162 54 6263 53 6364 53 6465 52 6566 52 6667 52 6768 51 6869 51 6970 51 7071 51 7172 51 7273 50 7374 50 7475 50 7576 49 7677 48 7778 48 7879 47 7980 47 8081 47 8182 46 8283 46 8384 45 8485 44 8586 42 8687 42 8788 42 8889 42 8990 42 9091 43 9192 45 9293 46 9394 46 9495 46 9596 46 9697 45 9798 41 9841 2 9899 41 10000 40 10043 2 10101 39
2fe75ba3f9,6 96 105 98 205 7976 8182 97 8283 94 8384 93 8485 93 8586 92 8687 92 8788 91 8889 91 8990 90 9091 89 9192 88 9293 87 9394 86 9495 85 9596 85 9697 84 9798 83 9899 82 10000 81 10101 81
b365432652,
a945ecdcc9,
382b3f0c24,
7877c97e02,13 89 114 89 214 90 315 90 415 91 514 93 612 96 710 4644 5356 99 5459 97 5561 96 5664 94 5767 92 5871 89 5973 88 6076 86 6180 83 6284 80 6390 75 6493 73 6596 71 6698 70 6801 68 6904 66 7007 64 7110 62 7212 61 7315 59 7418 57 7521 55 7624 53 7727 51 7830 49 7933 47 8036 45 8138 44 8240 43 8343 41 8445 40 8546 40 8648 39 8750 38 8852 37 8954 36 9055 36 9156 36 9257 36 9359 35 9460 35 9561 35 9662 35 9763 35 9863 36 9964 36 10065 36 10167 35
c717a458f1,1 3815 3819 95 3926 78 4005 9 4028 75 4109 6 4130 73 4212 2 4232 71 4333 71 4434 70 4535 71 4636 71 4737 72 4838 72 4939 72 5040 72 5141 71 5243 70 5345 67 5448 1 5453 1 5455 56 5556 55 5657 53 5758 52 5859 49 5960 41 6061 39 6162 37 6263 35 6364 34 6465 33 6566 32 6667 31 6768 28 6869 22 6970 17 7071 12 7172 9 7273 7 7375 1
fea53bcb0c,1818 1 1917 3 2017 4 2117 5 2217 6 2316 8 2416 9 2515 11 2614 13 2713 15 2812 17 2911 19 3011 20 3110 22 3210 23 3309 25 3409 26 3508 28 3607 30 3707 31 3806 33 3905 35 4004 37 4103 39 4201 42 4298 46 4394 51 4489 57 4586 61 4682 66 4779 70 4875 75 4965 86 5053 5149
b642883836,1 44 102 45 203 45 304 46 405 46 506 47 607 47 708 48 809 49 910 49 1011 50 1112 50 1213 51 1314 52 1415 52 1516 53 1617 54 1718 55 1819 56 1920 56 2021 57 2122 58 2223 59 2324 60 2425 60 2526 61 2627 62 2728 62 2829 63 2930 63 3031 64 3132 64 3233 65 3334 65 3435 65 3536 65 3637 66 3738 66 3839 66 3940 66 4041 67 4142 67 4243 68 4344 68 4445 69 4546 69 4647 70 4748 71 4849 71 4950 72 5051 72 5152 73 5253 73 5354 74 5455 74 5556 75 5657 75 5758 76 5859 76 5960 76 6061 77 6162 77 6263 78 6364 78 6465 79 6566 79 6667 80 6768 80 6869 81 6970 81 7071 81 7172 82 7273 82 7374 83 7475 83 7576 84 7677 84 7778 85 7879 86 7980 87 8081 88 8182 89 8283 90 8384 91 8485 93 8586 94 8687 96 8788 98 8889 100 8990 1212
94bd962c6b,1 8807 8831 76 8940 3 8950 58 9058 50 9192 17 9293 18 9394 18 9495 18 9596 18 9697 19 9798 20 9899 21 10000 22 10101 22
6e634a6fd2,75 27 174 29 275 29 377 28 478 28 579 28 681 27 782 27 884 26 986 25 1089 23 1192 21 1295 19 1398 17 1501 15 1604 13 1706 12 1808 11 1910 10 2011 10 2113 9 2214 9 2315 9 2416 9 2516 10 2617 10 2719 9 2820 9 2921 9 3023 8 3124 8 3226 7 3327 7 3429 6 3530 6 3632 5 3735 3
6d4ae7243e,7776 1 7876 2 7975 5 8075 6 8176 6 8277 6 8377 7 8478 7 8578 8 8679 8 8779 9 8880 9 8980 10 9080 11 9181 11 9281 12 9381 13 9481 14 9581 15 9681 16 9781 17 9881 18 9982 18 10083 18 10184 18
62f191ada1,1592 18 1684 33 1744 29 1774 3378 5153 100 5257 97 5363 92 5468 88 5571 86 5674 84 5778 81 5881 79 5984 77 6087 75 6191 72 6294 70 6397 68 6499 67 6601 66 6702 66 6804 65 6904 66 7005 66 7106 66 7206 67 7307 67 7407 68 7508 68 7609 68 7711 67 7812 67 7914 66 8016 65 8119 63 8222 61 8325 59 8429 56 8532 54 8634 53 8737 51 8840 49 8943 47 9046 45 9150 42 9253 35 9358 7
56aee0ab08,4523 6 4623 7 4723 9 4749 1 4758 3 4824 10 4841 4 4849 4 4857 11 4873 7 4923 13 4939 10 4950 18 4975 11 5023 27 5051 18 5074 13 5124 64 5223 67 5294 2 5322 69 5400 4 5422 71 5501 4 5507 3 5522 90 5617 4585
6fe5709361,1921 1 2021 5 2122 7 2223 8 2324 9 2425 9 2526 10 2627 10 2728 9 2829 9 2930 9 3031 9 3132 8 3233 8 3334 8 3435 8 3536 9 3637 10 3738 11 3839 13 3866 18 3940 49 4041 51 4142 52 4243 53 4344 55 4445 56 4546 57 4647 59 4748 61 4849 63 4950 64 5051 66 5152 68 5253 69 5354 70 5455 71 5556 72 5657 73 5758 73 5859 75 5960 77 6061 79 6162 80 6263 82 6364 84 6465 86 6566 87 6667 89 6768 90 6869 91 6970 92 7071 93 7172 93 7273 94 7374 94 7475 95 7576 95 7677 96 7778 97 7879 98 7980 100 8081 2121
31729627d2,
9129261f99,
3d86cf245b,1 54 72 85 173 87 273 88 374 89 474 94 573 8720 9295 99 9398 97 9500 96 9601 96 9703 95 9804 95 9905 95 10006 95 10107 95
d0c4763c9b,
b538b5e2dc,1 7672 7677 93 7778 89 7879 86 7980 85 8081 84 8182 83 8283 83 8384 82 8485 82 8586 82 8687 82 8788 82 8889 82 8990 82 9091 82 9192 81 9293 81 9394 80 9495 79 9596 78 9697 78 9798 78 9899 77 10000 77 10101 76
b02ad730ec,97 5 197 6 298 6 399 6 499 7 600 7 700 8 801 8 902 8 1002 9 1103 9 1204 9 1305 9 1406 9 1507 9 1608 9 1709 9 1810 9 1911 9 2012 9 2112 10 2213 10 2314 10 2414 11 2515 11 2615 12 2716 12 2816 12 2917 10 2928 1 3018 9 3119 9 3220 9 3322 7 3423 7 3525 5 7550 2 7648 12 7675 1 7747 14 7768 1 7775 2 7825 6 7845 18 7868 3 7875 4 7922 11 7944 21 7969 11 8021 60 8120 62 8218 3 8224 59 8317 2 8323 61 8421 64 8519 67 8619 68 8707 1 8718 70 8803 6 8814 75 8900 90 8997 94 9094 98 9194 99 9296 98 9397 98 9496 706
79950869a4,74 28 175 28 275 29 375 30 475 31 574 33 671 37 769 40 868 42 967 44 1065 47 1162 51 1260 54 1357 58 1454 62 1551 66 1648 70 1745 74 1844 76 1943 78 2042 80 2141 82 2240 84 2339 86 2438 88 2537 90 2636 92 2736 93 2835 95 2934 97 3033 7169
bbb568fb20,
9cba387403,1 10201
51767ccd9d,1 8180 8182 98 8283 97 8384 96 8485 95 8586 95 8687 94 8788 94 8889 94 8990 94 9091 94 9192 95 9293 95 9394 95 9495 94 9596 94 9697 94 9798 94 9899 93 10000 93 10101 92
01abaa26e8,1 7873 7879 92 7980 90 8081 88 8182 86 8283 85 8384 84 8485 83 8586 82 8687 81 8788 78 8889 76 8990 73 9091 72 9192 70 9293 69 9394 69 9495 68 9596 68 9697 67 9798 66 9899 65 10000 65 10101 64
7d596c01eb,
6fb4c35e0e,1 5858 5861 99 5963 98 6066 96 6168 95 6271 93 6373 92 6475 91 6577 90 6678 90 6780 89 6881 89 6982 89 7083 89 7184 89 7286 88 7387 88 7488 88 7589 88 7690 88 7791 88 7892 88 7993 88 8094 88 8195 88 8296 88 8397 88 8498 88 8600 87 8701 87 8802 87 8904 86 9006 85 9107 85 9209 84 9310 84 9411 84 9512 84 9613 84 9714 84 9815 84 9916 84 10018 83 10120 82
1357b08d8e,1 29 102 31 203 31 304 30 405 30 506 30 607 29 708 27 809 25 910 24 1011 22 1112 20 1213 18 1314 17 1415 16 1516 15 1617 13 1718 11 1819 8 1921 2
3d40103812,
8b71ac9863,
bfd3a072a8,8434 2 8534 6 8550 20 8633 42 8733 47 8834 48 8933 52 9032 55 9131 60 9231 62 9331 63 9430 65 9527 69 9621 76 9721 77 9821 78 9921 79 10021 80 10122 80
dc8281c5ff,1 89 102 89 203 89 304 88 405 88 506 87 607 86 708 57 784 7 809 48 911 40 1016 30 1124 19 1232 2
9e80f1de5b,
7d65bb33ed,76 26 177 26 278 26 380 25 481 25 582 25 683 25 784 25 885 25 986 25 1088 24 1189 24 1290 24 1391 24 1492 24 1593 24 1695 23 1796 23 1897 23 1999 22 2100 22 2201 22 2302 22 2403 22 2504 22 2605 22 2706 22 2807 22 2908 22 3009 22 3110 22 3211 22 3312 22 3413 22 3514 22 3615 22 3716 22 3817 22 3918 22 4020 21 4121 21 4222 21 4323 21 4424 21 4524 22 4625 22 4726 22 4827 22 4928 22 5029 22 5130 22 5232 21 5333 21 5434 21 5535 21 5636 21 5737 21 5838 21 5939 21 6040 21 6141 21 6242 21 6343 21 6444 21 6545 21 6646 21 6747 21 6848 21 6949 21 7050 21 7151 21 7252 21 7353 21 7455 20 7556 20 7657 20 7759 19 7860 19 7962 18 8063 18 8164 18 8265 18 8366 18 8467 18 8569 17 8670 17 8772 16 8873 16 8974 16 9076 15 9177 15 9278 15 9379 15 9481 14 9582 14 9683 14 9784 14 9885 14 9986 14 10088 13 10190 12
c4f9fffbad,63 39 162 41 264 40 365 40 466 40 568 39 671 37 774 35 878 32 982 29 1087 25 1192 21 1296 18 1399 16 1501 15 1603 14 1706 12 1808 11 1910 10 2012 9 2115 7 2217 6 2321 3 2423 1
704de84fa8,4038 2 4136 5 4233 9 4332 12 4429 16 4526 20 4623 24 4703 6 4716 32 4800 49 4898 3 4902 48 5003 48 5101 51 5186 4 5200 53 5282 6 5298 56 5376 13 5396 59 5474 82 5571 86 5669 89 5764 95 5860 100 5961 4241
533f1cfb17,55 9 154 12 255 14 357 13 458 13 558 14 658 16 758 17 858 18 950 27 1044 33 1142 36 1238 41 1336 45 1435 46 1534 47 1633 49 1733 50 1833 52 1933 53 2033 56 2133 59 2198 2 2233 70 2330 75 2426 82 2527 83 2627 86 2728 87 2829 88 2930 90 3021 3 3031 95 3132 96 3233 97 3332 1 3334 100 3435 2019 5455 96 5554 1 5556 95 5655 1 5657 91 5758 90 5859 90 5960 89 6061 89 6162 92 6263 92 6364 92 6465 92 6566 91 6667 90 6768 90 6869 90 6970 90 7071 95 7172 95 7273 95 7374 96 7475 96 7576 97 7677 98 7778 99 7879 2323
bef04f7b6e,
64663bc8c0,
333262e665,2538 3 2638 5 2730 1 2733 15 2773 7 2830 19 2871 15 2931 21 2954 3 2968 24 3028 2 3031 27 3067 28 3127 30 3163 33 3223 75 3324 74 3425 75 3514 5 3525 76 3612 8 3626 77 3712 10 3724 80 3812 94 3912 98 4011 6191
98b49ec0e6,
